name,code
Iranun (Philippines),ilp
International Sign,ils
Ili'uun,ilu
Ilue,ilv
Mala Malasar,ima
Anamgura,imi
Miluk,iml
Imonda,imn
Imbongu,imo
Imroing,imr
Marsian,ims
Milyan,imy
Interlingua (International Auxiliary Language Association),ina
Inga,inb
Indonesian,ind
Degexit'an,ing
Ingush,inh
Jungle Inga,inj
Indonesian Sign Language,inl
Minaean,inm
Isinai,inn
Inoke-Yate,ino
Iñapari,inp
Indian Sign Language,ins
Intha,int
Ineseño,inz
Inor,ior
Tuma-Irumu,iou
Iowa-Oto,iow
Ipili,ipi
Inupiaq,ipk
Ipiko,ipo
Iquito,iqu
Ikwo,iqw
Iresim,ire
Irarutu,irh
Irigwe,iri
Rigwe,iri
Iraqw,irk
Irántxe,irn
Ir,irr
Irula,iru
Kamberau,irx
Iraya,iry
Isabi,isa
Isconahua,isc
Isnag,isd
Italian Sign Language,ise
Irish Sign Language,isg
Esan,ish
Nkem-Nkum,isi
Ishkashimi,isk
Icelandic,isl
Masimasi,ism
Isanzu,isn
Isoko,iso
Israeli Sign Language,isr
Istriot,ist
Isu (Menchum Division),isu
Italian,ita
Binongan Itneg,itb
Southern Tidung,itd
Itene,ite
Inlaod Itneg,iti
Judeo-Italian,itk
Itelmen,itl
Itu Mbon Uzo,itm
Itonama,ito
Iteri,itr
Isekiri,its
Maeng Itneg,itt
Itawit,itv
Ito,itw
Itik,itx
Moyadan Itneg,ity
Itzá,itz
Iu Mien,ium
Ibatan,ivb
Ivatan,ivv
I-Wak,iwk
Iwam,iwm
Iwur,iwo
Sepik Iwam,iws
Ixcatec,ixc
Ixil,ixl
Iyayu,iya
Mesaka,iyo
Yaka (Congo),iyx
Ingrian,izh
Izere,izr
Izii,izz
Jamamadí,jaa
Hyam,jab
Jakalteko,jac
Popti',jac
Jahanka,jad
Yabem,jae
Jara,jaf
Jah Hut,jah
Zazao,jaj
Jakun,jak
Yalahatan,jal
Jamaican Creole English,jam
Jandai,jan
Yanyuwa,jao
Yaqay,jaq
New Caledonian Javanese,jas
Jakati,jat
Yaur,jau
Javanese,jav
Jambi Malay,jax
Nhangu,jay
Yan-nhangu,jay
Jawe,jaz
Judeo-Berber,jbe
Badjiri,jbi
Arandai,jbj
Barikewa,jbk
Bijim,jbm
Nafusi,jbn
Lojban,jbo
Jofotek-Bromnya,jbr
Jabutí,jbt
Jukun Takum,jbu
Yawijibaya,jbw
Jamaican Country Sign Language,jcs
Krymchak,jct
Jad,jda
Jadgali,jdg
Judeo-Tat,jdt
Jebero,jeb
Jerung,jee
Jeh,jeh
Yei,jei
Jeri Kuo,jek
Yelmek,jel
Dza,jen
Jere,jer
Manem,jet
Jonkor Bourmataguil,jeu
Ngbee,jgb
Judeo-Georgian,jge
Gwak,jgk
Ngomba,jgo
Jehai,jhi
Jhankot Sign Language,jhs
Jina,jia
Jibu,jib
Tol,jic
Bu (Kaduna State),jid
Jilbe,jie
Djingili,jig
Jingulu,jig
Shangzhai,jih
sTodsde,jih
Jiiddu,jii
Jilim,jil
Jimi (Cameroon),jim
Jiamao,jio
Guanyinqiao,jiq
Lavrung,jiq
Jita,jit
Youle Jinuo,jiu
Shuar,jiv
Buyuan Jinuo,jiy
Jejueo,jje
Bankal,jjr
Kaera,jka
Mobwa Karen,jkm
Kubo,jko
Paku Karen,jkp
Koro (India),jkr
Amami Koniya Sign Language,jks
Labir,jku
Ngile,jle
Jamaican Sign Language,jls
Dima,jma
Zumbun,jmb
Machame,jmc
Yamdena,jmd
Jimi (Nigeria),jmi
Jumli,jml
Makuri Naga,jmn
Kamara,jmr
Mashi (Nigeria),jms
Mouwase,jmw
Western Juxtlahuaca Mixtec,jmx
Jangshung,jna
Jandavra,jnd
Yangman,jng
Janji,jni
Yemsa,jnj
Rawat,jnl
Jaunsari,jns
Joba,job
Wojenaka,jod
Jogi,jog
Jorá,jor
Jordanian Sign Language,jos
Jowulu,jow
Jewish Palestinian Aramaic,jpa
Japanese,jpn
Judeo-Persian,jpr
Jaqaru,jqr
Jarai,jra
Judeo-Arabic,jrb
Jiru,jrr
Jakattoe,jrt
Japrería,jru
Japanese Sign Language,jsl
Júma,jua
Wannu,jub
Jurchen,juc
Worodougou,jud
Hõne,juh
Ngadjuri,jui
Wapan,juk
Jirel,jul
Jumjum,jum
Juang,jun
Jiba,juo
Hupdë,jup
Jurúna,jur
Jumla Sign Language,jus
Jutish,jut
Ju,juu
Wãpha,juw
Juray,juy
Javindo,jvd
Caribbean Javanese,jvn
Jwira-Pepesa,jwi
Jiarong,jya
Judeo-Yemeni Arabic,jye
Jaya,jyy
Karakalpak,kaa
Kara-Kalpak,kaa
Kabyle,kab
Jingpho,kac
Kachin,kac
Adara,kad
Ketangalan,kae
Katso,kaf
Kajaman,kag
Kara (Central African Republic),kah
Karekare,kai
Jju,kaj
Kalanguya,kak
Kayapa Kallahan,kak
Greenlandic,kal
Kalaallisut,kal
Kamba (Kenya),kam
Kannada,kan
Xaasongaxango,kao
Bezhta,kap
Capanahua,kaq
Kashmiri,kas
Georgian,kat
Kanuri,kau
Katukína,kav
Kawi,kaw
Kao,kax
Kamayurá,kay
Kazakh,kaz
Kalarko,kba
Kaxuiâna,kbb
Kadiwéu,kbc
Kabardian,kbd
Kanju,kbe
Khamba,kbg
Camsá,kbh
Kaptiau,kbi
Kari,kbj
Grass Koiari,kbk
Kanembu,kbl
Iwal,kbm
Kare (Central African Republic),kbn
Keliko,kbo
Kabiyè,kbp
Kamano,kbq
Kafa,kbr
Kande,kbs
Abadi,kbt
Kabutra,kbu
Dera (Indonesia),kbv
Kaiep,kbw
Ap Ma,kbx
Manga Kanuri,kby
Duhwa,kbz
Khanty,kca
Kawacha,kcb
Lubila,kcc
Ngkâlmpw Kanum,kcd
Kaivi,kce
Ukaan,kcf
Tyap,kcg
Vono,kch
Kamantan,kci
Kobiana,kcj
Kalanga,kck
Kala,kcl
Kela (Papua New Guinea),kcl
Gula (Central African Republic),kcm
Nubi,kcn
Kinalakna,kco
Kanga,kcp
Kamo,kcq
Katla,kcr
Koenoem,kcs
Kaian,kct
Kami (Tanzania),kcu
Kete,kcv
Kabwari,kcw
Kachama-Ganjule,kcx
Korandje,kcy
Konongo,kcz
Worimi,kda
Kutu,kdc
Yankunytjatjara,kdd
Makonde,kde
Mamusi,kdf
Seba,kdg
Tem,kdh
Kumam,kdi
Karamojong,kdj
Kwényi,kdk
Numèè,kdk
Tsikimba,kdl
Kagoma,kdm
Kunda,kdn
Kaningdon-Nindem,kdp
Koch,kdq
Karaim,kdr
Kuy,kdt
Kadaru,kdu
Koneraw,kdw
Kam,kdx
Keder,kdy
Keijar,kdy
Kwaja,kdz
Kabuverdianu,kea
Kélé,keb
Keiga,kec
Kerewe,ked
Eastern Keres,kee
Kpessi,kef
Tese,keg
Keak,keh
Kei,kei
Kadar,kej
Kekchí,kek
Kela (Democratic Republic of Congo),kel
Kemak,kem
Kenyang,ken
Kakwa,keo
Kaikadi,kep
Kamar,keq
Kera,ker
Kugbo,kes
Ket,ket
Akebu,keu
Kanikkaran,kev
West Kewa,kew
Kukna,kex
Kupia,key
Kukele,kez
Kodava,kfa
Northwestern Kolami,kfb
Konda-Dora,kfc
Korra Koraga,kfd
Kota (India),kfe
Koya,kff
Kudiya,kfg
Kurichiya,kfh
Kannada Kurumba,kfi
Kemiehua,kfj
Kinnauri,kfk
Kung,kfl
Khunsari,kfm
Kuk,kfn
Koro (Côte d'Ivoire),kfo
Korwa,kfp
Korku,kfq
Kachhi,kfr
Kutchi,kfr
Bilaspuri,kfs
Kanjari,kft
Katkari,kfu
Kurmukar,kfv
Kharam Naga,kfw
Kullu Pahari,kfx
Kumaoni,kfy
Koromfé,kfz
Koyaga,kga
Kawe,kgb
Komering,kge
Kube,kgf
Kusunda,kgg
Selangor Sign Language,kgi
Gamale Kham,kgj
Kaiwá,kgk
Kunggari,kgl
Karipúna,kgm
Karingani,kgn
Krongo,kgo
Kaingang,kgp
Kamoro,kgq
Abun,kgr
Kumbainggar,kgs
Somyev,kgt
Kobol,kgu
Karas,kgv
Karon Dori,kgw
Kamaru,kgx
Kyerung,kgy
Khasi,kha
Lü,khb
Tukang Besi North,khc
Bädi Kanum,khd
Korowai,khe
Khuen,khf
Khams Tibetan,khg
Kehu,khh
Kuturmi,khj
Halh Mongolian,khk
Lusi,khl
Khmer,khm
Central Khmer,khm
Khandesi,khn
Khotanese,kho
Sakan,kho
Kapauri,khp
Kapori,khp
Koyra Chiini Songhay,khq
Kharia,khr
Kasua,khs
Khamti,kht
Nkhumbi,khu
Khvarshi,khv
Khowar,khw
Kanu,khx
Kele (Democratic Republic of Congo),khy
Keapara,khz
Kim,kia
Koalib,kib
Kickapoo,kic
Koshin,kid
Kibet,kie
Eastern Parbate Kham,kif
Kimaama,kig
Kimaghima,kig
Kilmeri,kih
Kitsai,kii
Kilivila,kij
Gikuyu,kik
Kikuyu,kik
Kariya,kil
Karagas,kim
Kinyarwanda,kin
Kiowa,kio
Sheshi Kham,kip
Kosadle,kiq
Kosare,kiq
Kirghiz,kir
Kyrgyz,kir
Kis,kis
Agob,kit
Kirmanjki (individual language),kiu
Kimbu,kiv
Northeast Kiwai,kiw
Khiamniungan Naga,kix
Kirikiri,kiy
Kisi,kiz
Mlap,kja
Kanjobal,kjb
Q'anjob'al,kjb
Coastal Konjo,kjc
Southern Kiwai,kjd
Kisar,kje
Khmu,kjg
Khakas,kjh
Zabana,kji
Khinalugh,kjj
Highland Konjo,kjk
Western Parbate Kham,kjl
Kháng,kjm
Kunjen,kjn
Harijan Kinnauri,kjo
Pwo Eastern Karen,kjp
Western Keres,kjq
Kurudu,kjr
East Kewa,kjs
Phrae Pwo Karen,kjt
Kashaya,kju
Kaikavian Literary Language,kjv
Ramopa,kjx
Erave,kjy
Bumthangkha,kjz
Kakanda,kka
Kwerisa,kkb
Odoodee,kkc
Kinuku,kkd
Kakabe,kke
Kalaktang Monpa,kkf
Mabaka Valley Kalinga,kkg
Khün,kkh
Kagulu,kki
Kako,kkj
Kokota,kkk
Kosarek Yale,kkl
Kiong,kkm
Kon Keu,kkn
Karko,kko
Gugubera,kkp
Koko-Bera,kkp
Kaeku,kkq
Kir-Balar,kkr
Giiwo,kks
Koi,kkt
Tumi,kku
Kangean,kkv
Teke-Kukuya,kkw
Kohin,kkx
Guguyimidjir,kky
Guugu Yimidhirr,kky
Kaska,kkz
Klamath-Modoc,kla
Kiliwa,klb
Kolbila,klc
Gamilaraay,kld
Kulung (Nepal),kle
Kendeje,klf
Tagakaulo,klg
Weliki,klh
Kalumpang,kli
Khalaj,klj
Kono (Nigeria),klk
Kagan Kalagan,kll
Migum,klm
Kalenjin,kln
Kapya,klo
Kamasa,klp
Rumu,klq
Khaling,klr
Kalasha,kls
Nukna,klt
Klao,klu
Maskelynes,klv
Lindu,klw
Tado,klw
Koluwawa,klx
Kalao,kly
Kabola,klz
Konni,kma
Kimbundu,kmb
Southern Dong,kmc
Majukayang Kalinga,kmd
Bakole,kme
Kare (Papua New Guinea),kmf
Kâte,kmg
Kalam,kmh
Kami (Nigeria),kmi
Kumarbhag Paharia,kmj
Limos Kalinga,kmk
Tanudan Kalinga,kml
Kom (India),kmm
Awtuw,kmn
Kwoma,kmo
Gimme,kmp
Kwama,kmq
Northern Kurdish,kmr
Kamasau,kms
Kemtuik,kmt
Kanite,kmu
Karipúna Creole French,kmv
Komo (Democratic Republic of Congo),kmw
Waboda,kmx
Koma,kmy
Khorasani Turkish,kmz
Dera (Nigeria),kna
Lubuagan Kalinga,knb
Central Kanuri,knc
Konda,knd
Kankanaey,kne
Mankanya,knf
Koongo,kng
Kanufi,kni
Western Kanjobal,knj
Kuranko,knk
Keninjal,knl
Kanamarí,knm
Konkani (individual language),knn
Kono (Sierra Leone),kno
Kwanja,knp
Kintaq,knq
Kaningra,knr
Kensiu,kns
Panoan Katukína,knt
Kono (Guinea),knu
Tabo,knv
Kung-Ekoka,knw
Kendayan,knx
Salako,knx
Kanyok,kny
Kalamsé,knz
Konomala,koa
Kpati,koc
Kodi,kod
Kacipo-Bale Suri,koe
Kubi,kof
Cogui,kog
Kogi,kog
Koyo,koh
Komi-Permyak,koi
Konkani (macrolanguage),kok
Kol (Papua New Guinea),kol
Komi,kom
Kongo,kon
Konzo,koo
Waube,kop
Kota (Gabon),koq
Korean,kor
Kosraean,kos
Lagwan,kot
Koke,kou
Kudu-Camo,kov
Kugama,kow
Koyukon,koy
Korak,koz
Kutto,kpa
Mullu Kurumba,kpb
Curripaco,kpc
Koba,kpd
Kpelle,kpe
Komba,kpf
Kapingamarangi,kpg
Kplang,kph
Kofei,kpi
Karajá,kpj
Kpan,kpk
Kpala,kpl
Koho,kpm
Kepkiriwát,kpn
Ikposo,kpo
Korupun-Sela,kpq
Korafe-Yegha,kpr
Tehit,kps
Karata,kpt
Kafoa,kpu
Komi-Zyrian,kpv
Kobon,kpw
Mountain Koiali,kpx
Koryak,kpy
Kupsabiny,kpz
Mum,kqa
Kovai,kqb
Doromu-Koki,kqc
Koy Sanjaq Surat,kqd
Kalagan,kqe
Kakabai,kqf
Khe,kqg
Kisankasa,kqh
Koitabu,kqi
Koromira,kqj
Kotafon Gbe,kqk
Kyenele,kql
Khisa,kqm
Kaonde,kqn
Eastern Krahn,kqo
Kimré,kqp
Krenak,kqq
Kimaragang,kqr
Northern Kissi,kqs
Klias River Kadazan,kqt
Seroa,kqu
Okolod,kqv
Kandas,kqw
Mser,kqx
Koorete,kqy
Korana,kqz
Kumhali,kra
Karkin,krb
Karachay-Balkar,krc
Kairui-Midiki,krd
Panará,kre
Koro (Vanuatu),krf
Kurama,krh
Krio,kri
Kinaray-A,krj
Kerek,krk
Karelian,krl
Sapo,krn
Korop,krp
Krung,krr
Gbaya (Sudan),krs
Tumari Kanuri,krt
Kurukh,kru
Kavet,krv
Western Krahn,krw
Karon,krx
Kryts,kry
Sota Kanum,krz
Shuwa-Zamani,ksa
Shambala,ksb
Southern Kalinga,ksc
Kuanua,ksd
Kuni,kse
Bafia,ksf
Kusaghe,ksg
Kölsch,ksh
I'saka,ksi
Krisa,ksi
Uare,ksj
Kansa,ksk
Kumalu,ksl
Kumba,ksm
Kasiguranin,ksn
Kofa,kso
Kaba,ksp
Kwaami,ksq
Borong,ksr
Southern Kisi,kss
Winyé,kst
Khamyang,ksu
Kusu,ksv
S'gaw Karen,ksw
Kedang,ksx
Kharia Thar,ksy
Kodaku,ksz
Katua,kta
Kambaata,ktb
Kholok,ktc
Kokata,ktd
Kukatha,ktd
Nubri,kte
Kwami,ktf
Kalkutung,ktg
Karanga,kth
North Muyu,kti
Plapo Krumen,ktj
Kaniet,ktk
Koroshi,ktl
Kurti,ktm
Karitiâna,ktn
Kuot,kto
Kaduo,ktp
Katabaga,ktq
South Muyu,kts
Ketum,ktt
Kituba (Democratic Republic of Congo),ktu
Eastern Katu,ktv
Kato,ktw
Kaxararí,ktx
Kango (Bas-Uélé District),kty
Juǀʼhoan,ktz
Juǀʼhoansi,ktz
Kuanyama,kua
Kwanyama,kua
Kutep,kub
Kwinsu,kuc
'Auhelawa,kud
Kuman (Papua New Guinea),kue
Western Katu,kuf
Kupa,kug
Kushi,kuh
Kalapalo,kui
Kuikúro-Kalapálo,kui
Kuria,kuj
Kepo',kuk
Kulere,kul
Kumyk,kum
Kunama,kun
Kumukio,kuo
Kunimaipa,kup
Karipuna,kuq
Kurdish,kur
Kusaal,kus
Kutenai,kut
Upper Kuskokwim,kuu
Kur,kuv
Kpagua,kuw
Kukatja,kux
Kuuku-Ya'u,kuy
Kunza,kuz
Bagvalal,kva
Kubu,kvb
Kove,kvc
Kui (Indonesia),kvd
Kalabakan,kve
Kabalai,kvf
Kuni-Boazi,kvg
Komodo,kvh
Kwang,kvi
Psikye,kvj
Korean Sign Language,kvk
Kayaw,kvl
Kendem,kvm
Border Kuna,kvn
Dobel,kvo
Kompane,kvp
Geba Karen,kvq
Kerinci,kvr
Lahta,kvt
Lahta Karen,kvt
Yinbaw Karen,kvu
Kola,kvv
Wersing,kvw
Parkari Koli,kvx
Yintale,kvy
Yintale Karen,kvy
Tsakwambo,kvz
Tsaukambo,kvz
Dâw,kwa
Kwa,kwb
Likwala,kwc
Kwaio,kwd
Kwerba,kwe
Kwara'ae,kwf
Sara Kaba Deme,kwg
Kowiai,kwh
Awa-Cuaiquer,kwi
Kwanga,kwj
Kwakiutl,kwk
Kofyar,kwl
Kwambi,kwm
Kwangali,kwn
Kwomtari,kwo
Kodia,kwp
Kwer,kwr
Kwese,kws
Kwesten,kwt
Kwakum,kwu
Sara Kaba Náà,kwv
Kwinti,kww
Khirwar,kwx
San Salvador Kongo,kwy
Kwadi,kwz
Kairiru,kxa
Krobu,kxb
Khonso,kxc
Konso,kxc
Brunei,kxd
Manumanaw,kxf
Manumanaw Karen,kxf
Karo (Ethiopia),kxh
Keningau Murut,kxi
Kulfa,kxj
Zayein Karen,kxk
Northern Khmer,kxm
Kanowit-Tanjong Melanau,kxn
Kanoé,kxo
Wadiyara Koli,kxp
Smärky Kanum,kxq
Koro (Papua New Guinea),kxr
Kangjia,kxs
Koiwat,kxt
Kuvi,kxv
Konai,kxw
Likuba,kxx
Kayong,kxy
Kerewo,kxz
Kwaya,kya
Butbut Kalinga,kyb
Kyaka,kyc
Karey,kyd
Krache,kye
Kouya,kyf
Keyagana,kyg
Karok,kyh
Kiput,kyi
Karao,kyj
Kamayo,kyk
Kalapuya,kyl
Kpatili,kym
Northern Binukidnon,kyn
Kelon,kyo
Kang,kyp
Kenga,kyq
Kuruáya,kyr
Baram Kayan,kys
Kayagar,kyt
Western Kayah,kyu
Kayort,kyv
Kudmali,kyw
Rapoisi,kyx
Kambaira,kyy
Kayabí,kyz
Western Karaboro,kza
Kaibobo,kzb
Bondoukou Kulango,kzc
Kadai,kzd
Kosena,kze
Da'a Kaili,kzf
Kikai,kzg
Kelabit,kzi
Kazukuru,kzk
Kayeli,kzl
Kais,kzm
Kokola,kzn
Kaningi,kzo
Kaidipang,kzp
Kaike,kzq
Karang,kzr
Sugut Dusun,kzs
Kayupulau,kzu
Komyandaret,kzv
Karirí-Xocó,kzw
Kamarian,kzx
Kango (Tshopo District),kzy
Kalabra,kzz
Southern Subanen,laa
Linear A,lab
Lacandon,lac
Ladino,lad
Pattani,lae
Lafofa,laf
Langi,lag
Lahnda,lah
Lambya,lai
Lango (Uganda),laj
Laka (Nigeria),lak
Lalia,lal
Lamba,lam
Laru,lan
Lao,lao
Laka (Chad),lap
Qabiao,laq
Larteh,lar
Lama (Togo),las
Latin,lat
Laba,lau
Latvian,lav
Lauje,law
Tiwa,lax
Lama Bai,lay
Aribwatsa,laz
Label,lbb
Lakkia,lbc
Lak,lbe
Tinani,lbf
Laopang,lbg
La'bi,lbi
Ladakhi,lbj
Central Bontok,lbk
Libon Bikol,lbl
Lodhi,lbm
Rmeet,lbn
Laven,lbo
Wampar,lbq
Lohorung,lbr
Libyan Sign Language,lbs
Lachi,lbt
Labu,lbu
Lavatbura-Lamusong,lbv
Tolaki,lbw
Lawangan,lbx
Lamalama,lby
Lamu-Lamu,lby
Lardil,lbz
Legenyem,lcc
Lola,lcd
Loncong,lce
Sekak,lce
Lubu,lcf
Luchazi,lch
Lisela,lcl
Tungag,lcm
Western Lawa,lcp
Luhu,lcq
Lisabata-Nuniali,lcs
Kla-Dan,lda
Dũya,ldb
Luri,ldd
Lenyima,ldg
Lamja-Dengsa-Tola,ldh
Laari,ldi
Lemoro,ldj
Leelau,ldk
Kaan,ldl
Landoma,ldm
Láadan,ldn
Loo,ldo
Tso,ldp
Lufu,ldq
Lega-Shabunda,lea
Lala-Bisa,leb
Leco,lec
Lendu,led
Lyélé,lee
Lelemi,lef
Lenje,leh
Lemio,lei
Lengola,lej
Leipon,lek
Lele (Democratic Republic of Congo),lel
Nomaande,lem
Lenca,len
Leti (Cameroon),leo
Lepcha,lep
Lembena,leq
Lenkau,ler
Lese,les
Amio-Gelimi,let
Lesing-Gelimi,let
Kara (Papua New Guinea),leu
Lamma,lev
Ledo Kaili,lew
Luang,lex
Lemolang,ley
Lezghian,lez
Lefa,lfa
Lingua Franca Nova,lfn
Lungga,lga
Laghu,lgb
Lugbara,lgg
Laghuu,lgh
Lengilu,lgi
Lingarak,lgk
Neverver,lgk
Wala,lgl
Lega-Mwenga,lgm
Opuuo,lgn
T'apo,lgn
Logba,lgq
Lengo,lgr
Pahi,lgt
Longgu,lgu
Ligenza,lgz
Laha (Viet Nam),lha
Laha (Indonesia),lhh
Lahu Shi,lhi
Lahul Lohar,lhl
Lhomi,lhm
Lahanan,lhn
Lhokpu,lhp
Mlahsö,lhs
Lo-Toga,lht
Lahu,lhu
West-Central Limba,lia
Likum,lib
Hlai,lic
Nyindrou,lid
Likila,lie
Limbu,lif
Ligbi,lig
Lihir,lih
Ligurian,lij
Lika,lik
Lillooet,lil
Limburgan,lim
Limburger,lim
Limburgish,lim
Lingala,lin
Liki,lio
Sekpele,lip
Libido,liq
Liberian English,lir
Lisu,lis
Lithuanian,lit
Logorik,liu
Liv,liv
Col,liw
Liabuku,lix
Banda-Bambari,liy
Libinza,liz
Golpa,lja
Rampi,lje
Laiyolo,lji
Li'o,ljl
Lampung Api,ljp
Yirandali,ljw
Yuru,ljx
Lakalei,lka
Kabras,lkb
Lukabaras,lkb
Kucong,lkc
Lakondê,lkd
Kenyi,lke
Lakha,lkh
Laki,lki
Remun,lkj
Laeko-Libuat,lkl
Kalaamaya,lkm
Lakon,lkn
Vure,lkn
Khayo,lko
Olukhayo,lko
Päri,lkr
Kisa,lks
Olushisa,lks
Lakota,lkt
Kungkari,lku
Lokoya,lky
Lala-Roba,lla
Lolo,llb
Lele (Guinea),llc
Ladin,lld
Lele (Papua New Guinea),lle
Hermit,llf
Lole,llg
Lamu,llh
Teke-Laali,lli
Ladji Ladji,llj
Lelak,llk
Lilau,lll
Lasalimu,llm
Lele (Chad),lln
North Efate,llp
Lolak,llq
Lithuanian Sign Language,lls
Lau,llu
Lauan,llx
East Limba,lma
Merei,lmb
Limilngan,lmc
Lumun,lmd
Pévé,lme
South Lembata,lmf
Lamogai,lmg
Lambichhong,lmh
Lombi,lmi
West Lembata,lmj
Lamkang,lmk
Hano,lml
Lambadi,lmn
Lombard,lmo
Limbum,lmp
Lamatuka,lmq
Lamalera,lmr
Lamenu,lmu
Lomaiviti,lmv
Lake Miwok,lmw
Laimbue,lmx
Lamboya,lmy
Langbashe,lna
Mbalanhu,lnb
Lun Bawang,lnd
Lundayeh,lnd
Langobardic,lng
Lanoh,lnh
Daantanai',lni
Leningitij,lnj
South Central Banda,lnl
Langam,lnm
Lorediakarkar,lnn
Lango (South Sudan),lno
Lamnso',lns
Longuda,lnu
Lanima,lnw
Lonzo,lnz
Loloda,loa
Lobi,lob
Inonhan,loc
Saluan,loe
Logol,lof
Logo,log
Narim,loh
Loma (Côte d'Ivoire),loi
Lou,loj
Loko,lok
Mongo,lol
Loma (Liberia),lom
Malawi Lomwe,lon
Lombo,loo
Lopa,lop
Lobala,loq
Téén,lor
Loniu,los
Otuho,lot
Louisiana Creole,lou
Lopi,lov
Tampias Lobu,low
Loun,lox
Loke,loy
Lozi,loz
Lelepa,lpa
Lepki,lpe
Long Phuri Naga,lpn
Lipo,lpo
Lopit,lpx
Rara Bakati',lra
Northern Luri,lrc
Laurentian,lre
Laragia,lrg
Marachi,lri
Olumarachi,lri
Loarki,lrk
Lari,lrl
Marama,lrm
Olumarama,lrm
Lorang,lrn
Laro,lro
Southern Yamphu,lrr
Larantuka Malay,lrt
Larevat,lrv
Lemerig,lrz
Lasgerdi,lsa
Burundian Sign Language,lsb
Langue des Signes Burundaise,lsb
Lishana Deni,lsd
Lusengo,lse
Lish,lsh
Lashi,lsi
Latvian Sign Language,lsl
Olusamia,lsm
Saamia,lsm
Tibetan Sign Language,lsn
Laos Sign Language,lso
Lengua de Señas Panameñas,lsp
Panamanian Sign Language,lsp
Aruop,lsr
Lasi,lss
Trinidad and Tobago Sign Language,lst
Sivia Sign Language,lsv
Mauritian Sign Language,lsy
Late Middle Chinese,ltc
Latgalian,ltg
Thur,lth
Leti (Indonesia),lti
Latundê,ltn
Olutsotso,lto
Tsotso,lto
Lutachoni,lts
Tachoni,lts
Latu,ltu
Letzeburgesch,ltz
Luxembourgish,ltz
Luba-Lulua,lua
Luba-Katanga,lub
Aringa,luc
Ludian,lud
Luvale,lue
Laua,luf
Ganda,lug
Luiseno,lui
Luna,luj
Lunanakha,luk
Olu'bo,lul
Luimbi,lum
Lunda,lun
Dholuo,luo
Luo (Kenya and Tanzania),luo
Lumbu,lup
Lucumi,luq
Laura,lur
Lushai,lus
Lushootseed,lut
Lumba-Yakkha,luu
Luwati,luv
Luo (Cameroon),luw
Luyia,luy
Oluluyia,luy
Southern Luri,luz
Maku'a,lva
Lavi,lvi
Lavukaleve,lvk
Standard Latvian,lvs
Levuka,lvu
Lwalu,lwa
Lewo Eleng,lwe
Oluwanga,lwg
Wanga,lwg
White Lachi,lwh
Eastern Lawa,lwl
Laomian,lwm
Luwo,lwo
Malawian Sign Language,lws
Lewotobi,lwt
Lawu,lwu
Lewo,lww
Lakurumau,lxm
Layakha,lya
Lyngngam,lyg
Luyana,lyn
Literary Chinese,lzh
Litzlitz,lzl
Leinong Naga,lzn
Laz,lzz
San Jerónimo Tecóatl Mazatec,maa
Yutanduchi Mixtec,mab
Madurese,mad
Bo-Rukul,mae
Mafa,maf
Magahi,mag
Marshallese,mah
Maithili,mai
Jalapa De Díaz Mazatec,maj
Makasar,mak
Malayalam,mal
Mam,mam
Manding,man
Mandingo,man
Chiquihuitlán Mazatec,maq
Marathi,mar
Masai,mas
San Francisco Matlatzinca,mat
Huautla Mazatec,mau
Sateré-Mawé,mav
Mampruli,maw
North Moluccan Malay,max
Central Mazahua,maz
Higaonon,mba
Western Bukidnon Manobo,mbb
Macushi,mbc
Dibabawon Manobo,mbd
Molale,mbe
Baba Malay,mbf
Mangseng,mbh
Ilianen Manobo,mbi
Nadëb,mbj
Malol,mbk
Maxakalí,mbl
Ombamba,mbm
Macaguán,mbn
Mbo (Cameroon),mbo
Malayo,mbp
Maisin,mbq
Nukak Makú,mbr
Sarangani Manobo,mbs
Matigsalug Manobo,mbt
Mbula-Bwazza,mbu
Mbulungish,mbv
Maring,mbw
Mari (East Sepik Province),mbx
Memoni,mby
Amoltepec Mixtec,mbz
Maca,mca
Machiguenga,mcb
Bitur,mcc
Sharanahua,mcd
Itundujia Mixtec,mce
Matsés,mcf
Mapoyo,mcg
Maquiritari,mch
Mese,mci
Mvanip,mcj
Mbunda,mck
Macaguaje,mcl
Malaccan Creole Portuguese,mcm
Masana,mcn
Coatlán Mixe,mco
Makaa,mcp
Ese,mcq
Menya,mcr
Mambai,mcs
Mengisa,mct
Cameroon Mambila,mcu
Minanibai,mcv
Mawa (Chad),mcw
Mpiemo,mcx
South Watut,mcy
Mawan,mcz
Mada (Nigeria),mda
Morigi,mdb
Male (Papua New Guinea),mdc
Mbum,mdd
Maba (Chad),mde
Moksha,mdf
Massalat,mdg
Maguindanaon,mdh
Mamvu,mdi
Mangbetu,mdj
Mangbutu,mdk
Maltese Sign Language,mdl
Mayogo,mdm
Mbati,mdn
Mbala,mdp
Mbole,mdq
Mandar,mdr
Maria (Papua New Guinea),mds
Mbere,mdt
Mboko,mdu
Santa Lucía Monteverde Mixtec,mdv
Mbosi,mdw
Dizin,mdx
Male (Ethiopia),mdy
Suruí Do Pará,mdz
Menka,mea
Ikobi,meb
Marra,mec
Melpa,med
Mengen,mee
Megam,mef
Southwestern Tlaxiaco Mixtec,meh
Midob,mei
Meyah,mej
Mekeo,mek
Central Melanau,mel
Mangala,mem
